Text,Sentimen
Tahu nggak saya dan 2 sahabatku memantau akun sosmed-nya dgn fake account bahkan temanku sengaja mengakrabi salah satu guru di TK-nya utk mendapat info berkala. Setiap karma bekerja dan perempuan itu mendpt kemalangan sakitku berkurang.  Dia juga mengalami depresi. Ditipu orang. Kecelakaan. TK tempat kerjanya dibubarkan. Sakit. Setiap tahu dia menderita aku bertambah bahagia. Apalagi suamiku tampaknya sdh melupakannya. Mari kita berjuang bersama.  Semangat ya utk kesembuhan kita,Positif
Mba. Kita sama aku baru 2 hari lalu kepsikiater. Dan dapat 2 jenis obat untuk penenang dan 1 obat mual. Aku kira aku bisa mendam semua. Tapi ternyata aku sudah difase depresi. Dan dokter bilang aku korban dari lingkungan keluarga.,Negatif
Situasi yg sama sprti yg aku rasakan. Sudah hampir depresi.,Negatif
Dia odgj depresi kak. Tadi sya liat juga udh di dudukin polisi ko,Negatif
Pelakor =perebut=pencuri...seperti itu takdir???apakah mencurimerebut itu dibolehkan??? apalagi saat mereka masih punya pasangan sah??? Coba bayangkankalo nanti anak kamu punya pasangantrus menantumu selingkuh dan kejadiannya mirip kayak bunda Maiadiusir hanya pakai baju yang nempelsandal sebelahdifitnah sering dugemdijauhkan dari anak2nya sampe beberapa tahunapakah kamu terima anak kamu ngalamin seperti itu???tentu tidak bukan ..Maia sampe depresi Lo..sampe ke psikiater..kog bisa2nya,Negatif
Yah Ka masuk ITB itu kan susah lagian kompetitor nya banyak banget kalo gak lulus sekarang ya wajar aja jangan ngerasa stress lelah dan sakit. Yg ngalamin kek kamu juga banyak. Kecewa bolehlah sebentar aja tapi gak usah jadi depresi. Gak masuk ITB juga gpp koq banyak koq org sukses yg gak dari ITB. Liat gambar kehidupannya diperbesar deh,Negatif
Turut berduka cita RIP utk om nya semoga terlahir di alam bahagia.  Kurleb sy mrasakan prnah depresi tp dibilang drama sy tdk menikah thn kmrn memutuskan resign ada proses jg yg blm goal kdg mrasa doa2 blm trjawab. Untung ada ayah sy yg mnyemangati.,Positif
Kortisol adalah hormon stres yang berperan besar dalam gangguan psikologis seperti kecemasan depresi hingga memicu kekambuhan asma. Menariknya bangun di malam hari untuk tahajud atau meditasi tenang terbukti secara ilmiah dapat menurunkan kadar kortisol. Saat jiwa tenang dalam sujud tubuh pun ikut sembuh. Bukan hanya ibadah tapi juga terapi alami dari langit.,Negatif
Psikiater ku bilang 'kalau pasangan kamu  malah mempermasalahkan masalah mentalmu dan mengatakan hal hal yg gk seharusnya diucapkan kepada yg mempunyai masalah mentalberarti dia gk mau direpotkan akan keadaan kamu yg tidak stabil diwaktu yg tak tentu' And thats truesetelah tau aku didiagnosis depresi bereat dia melepaskan hahaha,Negatif
Pernah baca ada yg blg efek obat anti depresi kek gampang lupa atau gampang hilang ingatan,Negatif
hi boleh ya sekedar curhat hihihi ini pengalaman pribadi aku.. aku pernah depresi gara2 dibilang belum punya anak didepan umum sama bumer wkwk sering nya di acara2 kaya njenguk sodara atau tengga lahiran pas lg di acara nikahan. Sekali dua kali tiga kali masih berfikir positif mungkin ibu udh saking pinginnya tp kok gt terus akhirnya cerita ke mba ipar mnt tlg d bantu bilang ke bumer biar engga gt terus di depan umum takutnya kalau aku yg negur mlh sakit hati eee ipar jawaban nya 'kn kenyataan',Positif
Orang yg gak menderita endo gak akan mengerti rasa sakit yang kita alami meski kita udah mengeluh sedemikian rupa. Gak perlu validasi siapapun memang nyeri sangat sis diantara hidup dan mati rasanya mpe depresi rasanya.,Negatif
Wkwkwk aku pernah cut-off orang gara begini Setiap dia depresi dan jatuh sepele dia chat namaku 'Na' Aku gercep bales hampir sering Pas aku kena kista aku pengen ngabarin 'Mba aku kena kista' Chat ku baru dibaca dan dibalas 4 hari kemudian tapi dia update story IG FB dan WA Maksud aku gpp kok kalo dia sibuk atau aku emang bukan temennya gpp banget Tapi kok bisa kepalanya ga dipake mikir jam 3 subuh juga pernah spam chat aku cuman buat dengerin dan temenin dia nangis,Negatif
Dokter tapi terkena depresi parah ...jd kena penyakit kejiwaan ....jadi gilaaaa...terutama gila urusan org,Negatif
Ancur SE ancur nyaaaaaa . Stresss Depresi,Negatif
Mengeluh bukan hal yang negatif.  Daripada disimpan di dalam hati bisa menyebabkan depresi dan stres. Jika ada yang mengeluh berilah dukungan support kata kata yang membuat semangat. Tidak perlu mnghujat dan menghina.,Positif
sy punya diagnosis skizofrenia terus jd bipolar terakhir ATPD acute transient psychotic disorder. Bukan digondol semua y tp berubah aja sepanjang pengobatan karena progres gejala penyakitnya. tahu kalo struggle org beda2 tp sempat mikir masih mending yg depresi atau anxiety ga pake halusinasi yg bikin direstraint di RSJ… ngerasain jd pasien spt di film2 roller coaster bgt hidup setahun terakhir. yess minum obat tdnya 4 macam sekarang tinggal 2,Negatif
Yang ngerasa lagi susah cari kerja.. Cerita ini buat kamu ya ya ya Kalian gak sendiri ya karena saya juga pernah banget ngalamin ini bahkan sampe umur saya yang ke 64 tahun Depresi dan frustasinya dapet banget tapi kalo gak gitu alur hidup nya bosenin ya kan?‚ berusaha mikir positif,Positif
Itu kalau di ibaratkan di sebuah Psychology of a market cycle mereka semua itu termasuk ekosistemnya sedang berada di puncak siklusnya fase Euphoria. Mereka akan berada disitu selama beberapa waktu merasa paling jenius merasa akan sukses besar dll sebelum akhirnya perlahan jatuh dan terus jatuh semakin dalam hingga merasa ingin menyerah gagal depresi.,Negatif
Mana lagi punya anak abk ky sy bun.. Bs depresi anda,Negatif
Kayaknya dia sebelum nikah udh depresi di tambah setelah nikah jd makin depresi ka,Negatif
Pertama suami ktahuan selingkuhan. Saya lah yg disalahin ibu saya. Mulai saat itu saya berusaha untuk lebih baik. Di baliknya trnyta tumbuh insecurity menyalahkan diri sendiri merasa ga pantas hdp. Bbrp tahun kemudian ketahuan selingkuh lagi. Padahal posisinya saya sudah menjadi istri yg lebih baik.  Insecuritu yg td nya cuma terasa sdkt akhirnya muncul kepermukaan menjadi gunung meletus. Depresi  ngrasa ga pantes hdp.,Positif
Maaf kl aku kurang sopan. Kakak masih bertahan dgn suami tp sudah tidak bisa lg spt dulu. Kakak jg masih depresi dan teringat terus perselingkuhan suami. Bgmn dgn HS Kakak  suami? Kata org istri wajib melayani suami. Bgmn bisa melayani suami kl rasa sakit hati begitu dalam dan mungkin tak pernah tersembuhkan.  Aku serius bertanya untuk diriku sendiri yg sdg bingung menghadapi permasalahan antara aku  suami,Negatif
biasanya trauma. Langkah pertama ya dampingi dulu dengarkan ajak ke psikolog untuk memulihkan traumanya hal2 seperti ini serahkan ke ahlinya psikolog/psikiater. Jgn si istri lg dlm keadaan panik/sedih/mungkin depresi malah dipaksa ke kantor polisi bikin LP.  Karna setelah LP pasti akan bolak balik diperiksa jg mental org lg sakit bs makin sakit  trauma. Kalo sdh tenang baru bs jernih  siap buat LP. Karna pernah ada kasus keluarga ngotot bgt maksa istri ke polda buat LP. Pdhl ¬‡¯¸?,Negatif
Perlu terutama di Bali. Aku di Denpasar meski di sini bnyk sih klinik mental health tp mahal.  Bali kasus bundir tinggi kan. Tp aku paham krn 2 bulan kmrn depresiku relapse. Bulan ini istrinya karyawan kantor tmpt suami kerja jg ke psikiater perdana depresi berat. Aku gatau kenapa di Bali yg seindah ini rasanya sangat depresi.  gabisa ngejelasin.,Negatif
Pernah dengar cerita anak yg dititipkan di panti karena ayah meninggal ibu depresi? Hingga akhirnya setelah dia remaja dia mencari ibunya Alhamdulillah ketemu lalu dia rawat dia jaga sampai skrg tau ga pesan moralnya? Dia tidak di rawat ibunya dia tidak mendapat balasan yg baik setelah merawat ibunya karena ibunya gilamaaf tapi dia masih tetap merawatnya ini kamu sudah pernah di rawat di besarkan di sekolahkan masa iya kamu sedikitpun ga berbalas Budi apapun sama orangtua?,Positif
Mengingat netizen itu jahat banget rasanya gak mungkin kalo dia gak tau tapi kalo dia tau dia harus apa? Harus menutup diri? Harus depresi? Atau harus bunvh dirri karena malu? Atau harus memisahkan diri dari ortunya biar ngerasain kaya Al-el-dul??,Negatif
secara batin kamu itu terluka. secara emosi kamu itu kacau. secara mental kamu itu depresi. Dan hebatnya secara fisik kamu masih bisa tersenyum.,Negatif
Dari tulisan-tulisannya cukup bisa disimpulkan bahwa karyawan ini depresi dan trauma. Memberikan kerjaan sekaligus tanggung jawab memang baik tapi sebenarnya yang dibutuhkan oleh orang depresi adalah terlebih dahulu banguan kesehatan mental. Ke psikolog/psikiater/bantuan terapi lainnya.,Positif
Alesannya bikin emosi... ya gimana ga ada bukti kuat yg diperkosa antara wafat di tempat wafat bbrp saat kmdn depresi atau minggat dari negara ini.,Negatif
Depresi keresahan emosi tak stabil ” semua tu bukan benda gila. Itu tanda hati kau minta perhatian.,Negatif
Wah iya ya curiga akan semakin jatuh ke lubang depresi baik kak akan saya ajak dia ke kopi pangku terdekat,Positif
Terima kasih  aku nulis karena Depresi di dunia pernikahanku  ada banyak tahapan cerita bkn hnya karangan cerita tp sangat rumit dan pelik  aku tahu mngkn bnyk wanita jauh di sana yg tidak bisa mengungkapkannya bgtu juga aku jd aku tulis saja cerita ”,Negatif
Kalo kk depresi krn urus toddler 18 bln dan merasa sendirian baiknya sadar diri juga kak jgn ngajak2 org depresi jg org bs jd ga akan terpengaruh malah kk makin depresi bgtu balik ke dunia nyata semangat ya kak fokus dg keluarga sendiri biar ga nangis2 ngurusin anak yg merupakan anugerah Tuhan itu,Positif
Ini yg lagi aku rasakan kak. Lagi depresi bingung uring2an sampai sering marah ke anak2ku. Anak2ku masih umur 5 thn dan 3 thn takut efeknya besar di kemudian hari. Aku udah bertekad utk lebih baik lagi kpd mereka setiap memulai hari tapi karena kondisi masih stress aku pun blm ada perubahan. Masih uring2an marah2 terus ke mereka ­,Positif
Bilang sama suami gini mb...kamu mau bikin aku depresi ya keadaan kaya gini tuh merusak mental...gitu aja ka ...Klo bisa tetep punya penghasilan sendiri ka ... semangat ya ka,Positif
Kenyamanan kerja tu no 1..suasana kerja yg nyamanteman yg tdk toxicbos yg humanis..gaji gedhe tp tdk nyaman jng dipaksain..ujung2nya kita yg krna penyakit mentaldepresi ujung2nya resign..,Negatif
Ketika pakar parenting. Pakar pendidikan menyuarakan 'semua anak istimewa tidak ada yang pntar dan bodoh'  Perengkingan hanya untuk melabeli anak saja. Juara hanya akan membuat anak semakin down dan depresi. Anak kelas TK bukan untuk belajar Calistung. Tapi nyatanya masih banyak orang tua yang menginginkan itu. Masih mempatok nilai juara prestasi adalah hal yang perlu mereka ketahui. Ada pula yang bilang 'prour you' Atas apa juara nilai rengking yang mereka dapatkan.,Negatif
Tapi gpp kan yah kita ngetawain diri sendiri krn hal itu daripada nangisin diri sendiri krn org lain bikin kita depresi entah dari kerja keras atau pola pikir  dan gw selalu bisa membalikan kata2 sombong itu ke yg ngomong krn yg dia bilang sombong krn kita tegas bukan sombong scr pendapat gw,Negatif
Kk sini peluk...semua orang punya cerita masing2 kak. Punya masalah yg beda2... Yang pasti kk ngga sendiri kok...aku pernah depresi efek punya ibu yang NPD. Dulu awal merantau setiap ada org teriak2 tantrum aku kak ibu ku tidak main fisik tapi kata2 membekas..,Negatif
Bagaimana cara kalian menghilangkan trauma yg blm kunjung sembuh?? Ak sudah ke psikiater tapi blm menemukan ketenangan  Bolehkah berbagi yang sudah melewati fase depresi dan sekarang kmu baik2 saja,Positif
Kak kalo masih bergantung di area ekternal yg diubah kita akan seperti itu aku penyintas depresi dan cemas.. aq ijinkan semua nya hadir lalu kuantar mereka pulang mereka  sedih  kecewa marah bahagia jijk,Positif
Bukan minta.. pikiran nya oleng sendiri. Dikira suka apa depresi,Negatif
pnderita mental health issue sebaiknya memiliki pendamping caregiver. Karena perjalanannya akan sprti roller coaster ada saatnya down flat ada jg trlihat baik-baik sj tp mereka itu sdng sakit jiwa mereka sdng sakit jd jgn samakan dgn orng biasa. Jadilah pendengar yg baik jgn hakimi dan salahkan mreka ktika mreka sdng frustasi dan depresi. Rangkulah dan ucapkan terima kasih krn klian tdk tahu sbrpa struggle mrka brtahan stiap harinya Semoga utas ku ini bisa sdkit memberikan informasi,Positif
Bun bbrapa minggu yg lalu saya dari bekasi ke banyuwangi naik kereta anak rewel sampe di bentak bapak2 saya udh mau nangiss saya takut di foto trus di viralkan kayak gini ­­ pdhl saya udh berusaha bikin anak diem dan nyaman tp ga mempan. Skrg saya jdi kayak depresi kalo mau keluar2 takut di viralin gini ­­,Negatif
Tapi hati-hati kalau tidur terus-terusan di waktu-waktu tak lazim bisa jadi itu sinyal burnout atau gejala awal depresi ringan. Tubuh dan pikiran perlu dialog. Jangan abaikan sinyalnya ya,Positif
Iya Kak sebenernya mail depresi kak “,Negatif
Penyebab pasti NPD belum diketahui tetapi diduga merupakan kombinasi dari faktor genetik dan lingkungan. Pengalaman masa kecil seperti perhatian berlebihan atau kritik berat dapat berkontribusi pada perkembangan NPD. Faktor neurobiologis juga mungkin berperan dalam membentuk karakteristik ini. Kondisi ini dapat memengaruhi hubungan sosial dan menimbulkan risiko komplikasi seperti depresi atau penyalahgunaan zat,Negatif
3. Habit dibentuk dari kecil¦nggak bisa anak yang di TK-SMP santai2 aja lalu tiba2 jadi rajin¦.No dan akan sulit mengajarkan good habit ketika udah SMA yang ada berantem terusiya. Itu pernyataan sombong sekali DNA berprestasi¦hati2 kalau belum punya anak nanti kalau anda punya anak dan tidak perform seperti anda anak akan depresi ujungnya merugikan anda sendiri karena setiap anak beda2.,Negatif
Nihikan buat ama tuhan tapi juga dikutuk Karena Tampa tujuan buat apa …ikan mola mola mati. tapi ada Yang mati dengan cara konyolseperti terlalu terkena sinar matahari terlalu lamatermakan hewan laindepresidi terbalik secara sengajaLiat temennya mati jadi ikutan mati. Tapi tiap lahir sekali beeeuuh..... Berjutaini ikan tak Akan punah,Negatif
minta info dong kak Depresi Postpartum itu biasanya bs terjadi sampai brp lama? mksdnya misal seperti sy anak sy sudah usia 16 bulan apa bisa terjadi sm sy juga?,Negatif
Dulu sempet depresi jg sih  stress berat kyk g tau mau ngelangkahnya kmn lagi mau ngapa2 in malas krna insecure knp ya aku yg akademik nya bagus karir bagus sukses dpandang org trus harus jd janda... Kyknya g beruntung bgt nasibnya...,Negatif
Jika kamu merasa tidak baik memburuk disituasi yang membuatmu muak titik terendah dalam hidup maka yg harus km lakukan adalah mulai egois tidak peduli dulu dengan siapapun bahkan keluargamu pasangan teman dsb. Krn kau akan memburuk memberi energi buruk jg frustasiitu km udh diposisi yg hrs egois buat energi mu jd baik lgpositif jika sudah membaik baru km peduli yg lain lg gpp egois kdng depresi frustasi itu jalan diri kita menuju versi yg terbaru yg lbh baik dewasa  bijak nantinya,Positif
Sedih nangis bacanya . Sebagai orang yg di diagnosa depresi dari 4 tahun lalu. I feel this ¦ semangat semua jangan lupa diminum obatnyaaa,Positif
Dan gedenya bakalan gampang kaget bahkan sampe parahnya ada anak yang ngalami ptsd karena didikan voc itu. Banyak banget kasusnya Lo gak liat dikorsel? Berapa anak depresi sampe bwundir,Negatif
Kak umur kita sama anniv pernikahan jg sama aku pernah di posisi sangat boros tiap bulan CO baju  baju aku dulu banyak. Ternyata kondisiku depresi shg impulsive buying. Sadar diri mulai menengok minimalism Cslestari. Unfollowed influencer yg hidup maksimalis dan hedon. Pelan tapi dgn hidup minimalis aku declutter baju besar2an. Aku preloved-in barang2 yg tidak terpakai. Belajar management finansial dari Annisast. Mulai dari Pencatatan Tracing Budgeting Investing.,Negatif
Peluk dari jauh semangat ya kak buat kiddos pelan2 menata hidup lagi  Allah selalu menyertai kaka ?¯¸? aku juga pernah diselingkuhi belum kerja..depresi bgt alhamdulillah sekarang udah kerja,Positif
Beberapa orang gk akan prcaya kalau kita kena diagnosa depresimereka bilangnya kita cmn kurang deket sama tuhankurang ibadahgk bersyukur pdahal sampah sampah di dalam diri yg dipendem sendinitu yg akhirnya makin lama makin menggunung,Negatif
Baik banget kak¦ tapi aku rasa dia udh masuk ke fase depresi krn orang depresi itu susah untuk diajak berkembang dia harus disembuhin dulu krn kalo normal dia gaakan mau balik ke suaminya krn kayak gali lobang tutup lobang dan perempuan itu biasanya kalo udh disakitin pengennya berkembang dan gamau mengalami hal yg sama,Positif
Dibilang bagus2 kali gak juga.dibilang jelek juga gak. Buat yg lagi depresi dan punya masalah gede cerita ini bakalan taouching. Buat yang gak mengalami mungkin ya biasa aja cerita klise lah,Negatif
refleksi aku yang abis kena Anxiety Disorder  Depresi ternyata obatnya cukup murah dan mudah ?¯¸??†³,Negatif
Ada juga yang HFD kak high functioning depression jadi dia tetap kerja atau berfungsi seperti biasa dari luar orang lain gak percaya kalo sebenarnya orang itu depresi saking berfungsi? banget.,Negatif
